Date,Opp,Dec,DR,H,ER,BB,SO,HR,HBP,FIP,GSc,2B,Outs,points,QS,pitcher,code
2023-08-08,NYM,1,4,3,2,0,7,1,0,4.54,70,1,21,24,1.0,Jameson Taillon,taillja01
2023-08-13,TOR,-1,4,8,8,2,2,1,1,4.67,11,0,9,-19,0.0,Jameson Taillon,taillja01
2023-08-18,KCR,-1,4,6,2,0,3,1,0,4.66,51,1,18,8,1.0,Jameson Taillon,taillja01
2023-08-23,DET,0,4,4,4,1,6,1,0,4.63,50,0,17,10,0.0,Jameson Taillon,taillja01
2023-08-28,MIL,-1,4,8,1,0,6,2,0,4.67,50,0,18,11,1.0,Jameson Taillon,taillja01
2023-09-03,CIN,0,5,7,5,0,7,3,1,4.83,42,1,17,6,0.0,Jameson Taillon,taillja01
2023-09-08,ARI,0,4,1,0,1,9,0,0,4.65,78,0,18,25,1.0,Jameson Taillon,taillja01
2023-09-13,COL,-1,4,7,3,1,5,2,0,4.73,41,1,15,3,0.0,Jameson Taillon,taillja01
2023-04-23,MIL,0,5,5,3,2,3,1,0,6.26,43,1,14,4,0.0,Brayan Bello,bellobr01
2023-04-29,CLE,0,5,5,1,2,6,1,0,5.61,57,0,15,12,0.0,Brayan Bello,bellobr01
2023-05-04,TOR,1,4,6,2,1,5,1,0,5.28,47,2,15,12,0.0,Brayan Bello,bellobr01
2023-05-10,ATL,1,5,6,2,1,5,1,0,5.02,56,0,18,15,1.0,Brayan Bello,bellobr01
2023-05-17,SEA,1,6,3,1,5,7,0,1,4.85,59,2,15,14,0.0,Brayan Bello,bellobr01
2023-05-23,LAA,-1,5,6,2,0,6,2,0,4.93,63,1,21,14,1.0,Brayan Bello,bellobr01
2023-05-30,CIN,-1,6,5,1,2,4,0,0,4.71,50,0,12,4,0.0,Brayan Bello,bellobr01
2023-06-05,TBR,-1,5,6,3,1,5,0,0,4.36,52,1,18,7,1.0,Brayan Bello,bellobr01
2023-06-11,NYY,0,5,3,2,2,3,0,0,4.22,64,1,21,15,1.0,Brayan Bello,bellobr01
2023-06-18,NYY,1,6,4,1,3,8,0,0,3.98,70,2,21,23,1.0,Brayan Bello,bellobr01
2023-06-23,CHW,1,4,6,1,1,5,0,1,3.85,62,3,20,18,1.0,Brayan Bello,bellobr01
2023-06-29,MIA,-1,5,2,1,1,5,0,0,3.7,73,0,21,18,1.0,Brayan Bello,bellobr01
2023-07-05,TEX,1,5,8,2,0,3,1,0,3.75,56,3,21,15,1.0,Brayan Bello,bellobr01
2023-07-14,CHC,1,8,8,3,0,5,2,0,3.9,49,2,18,12,1.0,Brayan Bello,bellobr01
2023-07-19,OAK,-1,4,5,6,2,3,3,1,4.34,29,1,12,-8,0.0,Brayan Bello,bellobr01
2023-07-26,ATL,0,6,4,3,2,4,1,1,4.42,54,1,18,9,1.0,Brayan Bello,bellobr01
2023-08-01,SEA,1,5,8,4,2,7,1,0,4.4,45,3,18,10,0.0,Brayan Bello,bellobr01
2023-08-07,KCR,0,5,6,1,2,2,0,0,4.35,58,2,20,12,1.0,Brayan Bello,bellobr01
2023-08-12,DET,-1,4,9,4,0,5,2,0,4.44,35,0,14,-1,0.0,Brayan Bello,bellobr01
2023-08-18,NYY,1,5,6,1,1,4,0,0,4.34,59,1,18,16,1.0,Brayan Bello,bellobr01
2023-08-24,HOU,1,5,9,1,3,4,0,0,4.29,56,3,21,14,1.0,Brayan Bello,bellobr01
2023-08-29,HOU,-1,4,4,2,2,2,2,0,4.47,46,1,14,3,0.0,Brayan Bello,bellobr01
2023-09-04,TBR,1,5,5,3,2,7,0,0,4.35,55,2,18,15,1.0,Brayan Bello,bellobr01
2023-09-10,BAL,1,5,7,3,0,4,0,0,4.26,45,1,15,9,0.0,Brayan Bello,bellobr01
2023-09-15,TOR,-1,4,4,3,1,10,1,0,4.19,61,1,18,14,1.0,Brayan Bello,bellobr01
2023-04-10,NYM,-1,5,6,5,1,5,0,1,3.97,45,2,19,3,0.0,Yu Darvish,darviyu01
2023-04-16,MIL,-1,5,4,1,2,12,0,0,2.71,75,0,21,22,1.0,Yu Darvish,darviyu01
2023-04-23,ARI,1,6,2,1,5,5,0,0,3.05,61,0,17,16,0.0,Yu Darvish,darviyu01
2023-04-30,SFG,0,6,9,4,0,9,3,0,3.79,47,1,18,10,0.0,Yu Darvish,darviyu01
2023-05-05,LAD,1,4,4,1,1,6,0,0,3.45,65,2,20,22,1.0,Yu Darvish,darviyu01
2023-05-11,MIN,0,5,4,2,1,7,1,1,3.54,62,1,18,15,1.0,Yu Darvish,darviyu01
2023-05-17,KCR,-1,5,6,4,2,6,1,0,3.66,44,3,16,3,0.0,Yu Darvish,darviyu01
2023-05-23,WSN,1,5,6,3,1,4,2,0,4.0,51,0,18,12,1.0,Yu Darvish,darviyu01
2023-05-28,NYY,-1,4,7,7,0,2,1,0,4.12,18,2,8,-14,0.0,Yu Darvish,darviyu01
2023-06-03,CHC,1,5,2,0,1,9,0,0,3.79,81,0,21,30,1.0,Yu Darvish,darviyu01
2023-06-09,COL,1,5,5,4,4,6,0,0,3.75,44,1,16,8,0.0,Yu Darvish,darviyu01
2023-06-16,TBR,-1,6,8,6,1,5,2,0,3.98,31,3,15,-4,0.0,Yu Darvish,darviyu01
2023-06-21,SFG,-1,4,7,4,2,6,0,0,3.85,46,1,18,4,0.0,Yu Darvish,darviyu01
2023-07-07,NYM,0,15,7,3,3,4,1,1,4.01,42,0,15,2,0.0,Yu Darvish,darviyu01
2023-07-14,PHI,1,6,5,1,2,9,0,0,3.83,65,3,18,21,1.0,Yu Darvish,darviyu01
2023-07-19,TOR,1,4,4,0,3,7,0,0,3.74,68,0,18,21,1.0,Yu Darvish,darviyu01
2023-07-24,PIT,-1,4,8,7,3,3,4,0,4.27,19,1,13,-12,0.0,Yu Darvish,darviyu01
2023-07-29,TEX,1,4,3,0,2,9,0,0,4.1,73,1,18,25,1.0,Yu Darvish,darviyu01
2023-08-04,LAD,0,5,5,2,0,4,1,0,4.09,63,1,21,16,1.0,Yu Darvish,darviyu01
2023-08-09,SEA,0,4,6,0,2,4,0,1,4.06,60,0,18,13,1.0,Yu Darvish,darviyu01
2023-08-14,BAL,-1,4,8,4,1,6,1,0,4.05,50,1,21,7,0.0,Yu Darvish,darviyu01
2023-08-19,ARI,-1,4,9,4,1,7,0,1,3.96,39,1,15,0,0.0,Yu Darvish,darviyu01
2023-08-25,MIL,-1,5,6,5,1,3,1,1,4.03,32,0,12,-6,0.0,Yu Darvish,darviyu01
2023-04-21,BAL,0,5,3,0,1,4,0,0,4.93,64,1,15,15,0.0,Michael Lorenzen,lorenmi01
2023-04-26,MIL,-1,4,7,5,2,5,1,1,5.19,36,2,15,-3,0.0,Michael Lorenzen,lorenmi01
2023-05-03,NYM,1,6,4,1,2,1,0,0,4.74,64,1,21,17,1.0,Michael Lorenzen,lorenmi01
2023-05-09,CLE,-1,5,5,1,0,3,0,0,4.15,66,1,21,14,1.0,Michael Lorenzen,lorenmi01
2023-05-16,PIT,1,6,5,0,2,7,0,0,3.76,67,1,18,21,1.0,Michael Lorenzen,lorenmi01
2023-05-22,KCR,0,5,5,5,2,5,3,0,4.57,42,0,17,5,0.0,Michael Lorenzen,lorenmi01
2023-05-27,CHW,0,4,2,0,1,4,0,0,4.27,69,0,20,21,1.0,Michael Lorenzen,lorenmi01
2023-06-03,CHW,0,6,2,1,0,6,0,0,3.92,75,0,21,23,1.0,Michael Lorenzen,lorenmi01
2023-06-09,ARI,-1,5,7,6,1,3,1,0,4.01,38,2,20,0,0.0,Michael Lorenzen,lorenmi01
2023-06-14,ATL,-1,4,9,6,2,3,3,0,4.53,31,1,18,-5,0.0,Michael Lorenzen,lorenmi01
2023-06-20,KCR,-1,5,5,1,3,7,0,1,4.4,62,1,18,11,1.0,Michael Lorenzen,lorenmi01
2023-06-25,MIN,0,4,7,2,1,4,1,0,4.43,48,1,15,7,0.0,Michael Lorenzen,lorenmi01
2023-06-30,COL,-1,4,7,5,1,4,0,0,4.3,36,0,15,-2,0.0,Michael Lorenzen,lorenmi01
2023-07-06,OAK,1,5,3,0,0,4,0,0,4.15,65,0,15,19,0.0,Michael Lorenzen,lorenmi01
2023-07-15,SEA,1,8,2,0,5,7,0,0,4.09,72,0,20,23,1.0,Michael Lorenzen,lorenmi01
2023-07-20,KCR,1,4,3,0,1,3,0,0,4.01,73,2,21,23,1.0,Michael Lorenzen,lorenmi01
2023-07-27,LAA,-1,6,5,3,1,7,0,0,3.87,51,2,15,7,0.0,Michael Lorenzen,lorenmi01
2023-08-03,MIA,1,6,6,2,1,5,1,0,3.88,66,3,24,21,1.0,Michael Lorenzen,lorenmi01
2023-08-09,WSN,1,5,0,0,4,5,0,0,3.85,88,0,27,31,1.0,Michael Lorenzen,lorenmi01
2023-08-18,WSN,-1,8,8,6,1,1,1,0,3.94,18,1,10,-13,0.0,Michael Lorenzen,lorenmi01
2023-08-23,SFG,0,4,8,4,3,4,2,0,4.12,38,0,17,2,0.0,Michael Lorenzen,lorenmi01
2023-08-29,LAA,1,5,8,3,2,5,2,0,4.24,45,2,18,10,1.0,Michael Lorenzen,lorenmi01
2023-09-05,SDP,-1,6,8,6,3,1,1,0,4.34,28,2,18,-7,0.0,Michael Lorenzen,lorenmi01
2023-09-11,ATL,1,5,5,4,2,3,2,0,4.48,42,1,15,6,0.0,Michael Lorenzen,lorenmi01
2023-04-09,LAD,1,5,4,3,2,3,0,0,4.71,53,1,18,12,1.0,Ryne Nelson,nelsory01
2023-04-15,MIA,0,5,5,1,0,4,1,0,4.5,62,0,18,15,1.0,Ryne Nelson,nelsory01
2023-04-20,SDP,0,4,3,5,3,4,2,0,5.44,42,1,15,3,0.0,Ryne Nelson,nelsory01
2023-04-25,KCR,-1,4,11,4,0,3,0,0,4.82,32,3,15,-4,0.0,Ryne Nelson,nelsory01
2023-04-30,COL,-1,4,9,6,1,2,1,0,5.0,21,2,12,-11,0.0,Ryne Nelson,nelsory01
2023-05-07,WSN,0,6,7,2,1,3,0,0,4.68,45,0,15,6,0.0,Ryne Nelson,nelsory01
2023-05-12,SFG,0,4,7,4,1,4,2,0,5.03,37,2,14,2,0.0,Ryne Nelson,nelsory01
2023-05-17,OAK,0,4,1,0,4,6,0,0,4.83,68,1,16,17,0.0,Ryne Nelson,nelsory01
2023-05-23,PHI,0,5,3,1,0,4,0,0,4.49,66,1,18,17,1.0,Ryne Nelson,nelsory01
2023-05-29,COL,1,5,8,5,3,1,1,0,4.73,29,1,15,-2,0.0,Ryne Nelson,nelsory01
2023-06-03,ATL,-1,4,6,3,4,0,0,0,4.82,36,2,14,-5,0.0,Ryne Nelson,nelsory01
2023-06-10,DET,1,6,4,0,2,4,0,0,4.66,63,2,17,18,0.0,Ryne Nelson,nelsory01
2023-06-15,PHI,-1,4,10,5,2,5,1,0,4.7,25,3,12,-8,0.0,Ryne Nelson,nelsory01
2023-06-20,MIL,0,4,6,3,0,6,1,0,4.62,49,2,15,9,0.0,Ryne Nelson,nelsory01
2023-06-25,SFG,1,4,3,1,2,6,0,0,4.44,71,1,21,23,1.0,Ryne Nelson,nelsory01
2023-07-01,LAA,1,5,3,1,1,6,1,1,4.42,73,2,22,24,1.0,Ryne Nelson,nelsory01
2023-07-06,NYM,-1,4,9,7,0,1,2,0,4.64,14,2,9,-16,0.0,Ryne Nelson,nelsory01
2023-07-14,TOR,0,7,9,1,0,3,1,0,4.63,48,1,17,9,0.0,Ryne Nelson,nelsory01
2023-07-19,ATL,1,4,3,2,1,5,2,0,4.72,67,0,21,21,1.0,Ryne Nelson,nelsory01
2023-07-24,STL,0,4,8,5,3,1,2,0,4.93,34,1,18,-2,0.0,Ryne Nelson,nelsory01
2023-07-31,SFG,0,6,5,2,3,1,1,0,5.01,54,1,20,9,1.0,Ryne Nelson,nelsory01
2023-08-05,MIN,-1,4,8,6,0,5,1,0,4.99,24,2,9,-9,0.0,Ryne Nelson,nelsory01
2023-08-11,SDP,-1,5,7,6,1,2,2,0,5.15,22,0,9,-12,0.0,Ryne Nelson,nelsory01
2023-09-07,CHC,1,26,2,1,2,3,0,0,5.07,62,1,17,17,0.0,Ryne Nelson,nelsory01
2023-09-12,NYM,-1,4,7,6,2,3,2,0,5.2,26,1,13,-8,0.0,Ryne Nelson,nelsory01
2023-09-17,CHC,0,4,4,2,3,3,0,0,5.18,44,2,10,2,0.0,Ryne Nelson,nelsory01
2023-04-08,HOU,1,5,3,4,1,10,1,0,3.51,59,0,18,19,0.0,Joe Ryan,ryanjo04
2023-04-13,NYY,1,4,3,1,0,10,1,0,3.05,77,0,21,29,1.0,Joe Ryan,ryanjo04
2023-04-19,BOS,1,5,6,3,1,3,1,1,3.62,50,2,18,10,1.0,Joe Ryan,ryanjo04
2023-04-25,NYY,1,5,7,1,0,7,0,0,3.1,64,0,21,22,1.0,Joe Ryan,ryanjo04
2023-05-02,CHW,0,6,1,0,2,7,0,0,2.92,75,0,18,22,1.0,Joe Ryan,ryanjo04
2023-05-07,CLE,-1,4,8,2,0,4,0,0,2.78,52,1,18,7,1.0,Joe Ryan,ryanjo04
2023-05-13,CHC,1,5,4,0,1,10,0,0,2.5,73,1,18,26,1.0,Joe Ryan,ryanjo04
2023-05-19,LAA,0,5,7,2,1,9,0,0,2.31,56,2,18,15,1.0,Joe Ryan,ryanjo04
2023-05-24,SFG,1,4,6,1,2,4,0,0,2.36,53,2,15,12,0.0,Joe Ryan,ryanjo04
2023-05-30,HOU,-1,5,4,5,3,6,2,0,2.77,37,0,12,-2,0.0,Joe Ryan,ryanjo04
2023-06-04,CLE,-1,4,2,2,1,4,0,0,2.74,65,1,20,14,1.0,Joe Ryan,ryanjo04
2023-06-10,TOR,0,5,6,3,1,4,0,1,2.76,51,2,18,8,1.0,Joe Ryan,ryanjo04
2023-06-16,DET,-1,5,7,6,0,7,2,0,2.94,46,1,21,6,0.0,Joe Ryan,ryanjo04
2023-06-22,BOS,1,5,3,0,0,9,0,0,2.78,90,0,27,36,1.0,Joe Ryan,ryanjo04
2023-06-27,ATL,-1,4,9,6,0,5,5,0,3.36,22,0,9,-10,0.0,Joe Ryan,ryanjo04
2023-07-03,KCR,0,5,6,2,1,9,1,0,3.34,60,0,18,16,1.0,Joe Ryan,ryanjo04
2023-07-09,BAL,-1,5,5,5,2,10,2,1,3.47,41,0,13,2,0.0,Joe Ryan,ryanjo04
2023-07-16,OAK,0,6,5,3,3,7,1,1,3.56,50,1,16,8,0.0,Joe Ryan,ryanjo04
2023-07-21,CHW,1,4,7,4,1,10,2,0,3.62,51,2,18,15,0.0,Joe Ryan,ryanjo04
2023-07-26,SEA,-1,4,7,4,2,7,2,0,3.76,36,2,11,-2,0.0,Joe Ryan,ryanjo04
2023-08-02,STL,-1,6,9,7,1,4,4,1,4.14,19,1,12,-12,0.0,Joe Ryan,ryanjo04
2023-08-26,TEX,0,23,5,1,2,7,1,0,4.15,58,1,15,13,0.0,Joe Ryan,ryanjo04
2023-09-01,TEX,1,5,3,1,0,7,1,1,4.12,69,1,18,22,1.0,Joe Ryan,ryanjo04
2023-09-06,CLE,-1,4,4,2,1,3,0,0,4.08,48,2,12,3,0.0,Joe Ryan,ryanjo04
2023-09-12,TBR,0,5,5,2,2,7,1,0,4.08,51,1,14,10,0.0,Joe Ryan,ryanjo04
2023-04-07,TOR,0,5,6,1,1,2,0,0,4.53,57,1,18,11,1.0,Patrick Sandoval,sandopa02
2023-04-14,BOS,0,6,3,0,3,6,0,0,4.01,54,1,11,11,0.0,Patrick Sandoval,sandopa02
2023-04-20,NYY,-1,5,4,5,6,5,0,0,4.28,33,1,12,-6,0.0,Patrick Sandoval,sandopa02
2023-04-26,OAK,1,5,6,2,0,5,1,1,4.23,60,1,21,18,1.0,Patrick Sandoval,sandopa02
2023-05-02,STL,1,5,3,1,3,4,0,0,4.11,58,1,15,14,0.0,Patrick Sandoval,sandopa02
2023-05-08,HOU,0,5,7,4,0,2,1,0,4.21,45,2,19,6,0.0,Patrick Sandoval,sandopa02
2023-05-14,CLE,-1,5,5,2,1,5,0,1,3.95,63,1,23,14,1.0,Patrick Sandoval,sandopa02
2023-05-20,MIN,-1,5,5,3,4,3,0,0,4.01,41,1,14,-1,0.0,Patrick Sandoval,sandopa02
2023-05-28,MIA,-1,7,8,2,2,2,1,0,4.2,48,1,18,3,1.0,Patrick Sandoval,sandopa02
2023-06-03,HOU,-1,5,7,5,3,4,0,0,4.16,25,2,10,-9,0.0,Patrick Sandoval,sandopa02
2023-06-10,SEA,-1,6,10,5,0,8,1,0,4.05,35,1,15,0,0.0,Patrick Sandoval,sandopa02
2023-06-16,KCR,1,5,4,0,4,6,0,1,4.01,71,0,21,21,1.0,Patrick Sandoval,sandopa02
2023-06-23,COL,0,6,10,3,1,3,1,0,4.09,37,3,15,1,0.0,Patrick Sandoval,sandopa02
2023-06-29,CHW,-1,5,8,7,2,8,0,1,3.95,29,0,15,-5,0.0,Patrick Sandoval,sandopa02
2023-07-05,SDP,0,5,2,1,4,5,0,0,3.94,58,0,15,12,0.0,Patrick Sandoval,sandopa02
2023-07-18,NYY,1,12,2,1,3,7,1,0,3.97,74,0,22,25,1.0,Patrick Sandoval,sandopa02
2023-07-27,DET,1,8,4,0,2,4,0,0,3.91,57,0,15,16,0.0,Patrick Sandoval,sandopa02
2023-08-01,ATL,-1,4,3,2,4,3,1,0,4.07,52,0,15,4,0.0,Patrick Sandoval,sandopa02
2023-08-07,SFG,0,5,5,2,1,8,1,0,4.02,63,2,20,18,1.0,Patrick Sandoval,sandopa02
2023-08-14,TEX,-1,6,4,4,6,6,0,0,4.05,32,0,8,-7,0.0,Patrick Sandoval,sandopa02
2023-08-19,TBR,-1,4,7,2,3,4,0,0,4.03,35,3,14,1,0.0,Patrick Sandoval,sandopa02
2023-08-25,NYM,1,5,2,1,4,7,1,0,4.08,67,1,18,20,1.0,Patrick Sandoval,sandopa02
2023-09-01,OAK,-1,6,5,5,3,3,0,0,4.08,31,2,11,-7,0.0,Patrick Sandoval,sandopa02
2023-09-06,BAL,-1,4,7,4,4,3,0,0,4.1,30,1,15,-4,0.0,Patrick Sandoval,sandopa02
2023-09-12,SEA,-1,5,10,5,0,4,1,0,4.1,25,2,15,-4,0.0,Patrick Sandoval,sandopa02
2023-05-02,NYY,0,5,4,2,0,5,1,0,2.35,57,1,16,13,0.0,Tanner Bibee,bibeeta01
2023-05-08,DET,-1,5,7,4,4,2,0,0,3.12,29,2,11,-9,0.0,Tanner Bibee,bibeeta01
2023-05-14,LAA,0,5,2,1,0,7,0,1,2.68,78,0,23,25,1.0,Tanner Bibee,bibeeta01
2023-05-21,NYM,0,6,7,2,4,3,0,0,3.01,49,0,18,6,1.0,Tanner Bibee,bibeeta01
2023-05-27,STL,0,5,2,1,1,9,1,0,3.0,72,0,18,22,1.0,Tanner Bibee,bibeeta01
2023-06-01,MIN,0,4,6,3,1,6,1,1,3.21,48,1,15,7,0.0,Tanner Bibee,bibeeta01
2023-06-07,BOS,1,5,4,1,2,2,0,0,3.26,53,1,15,12,0.0,Tanner Bibee,bibeeta01
2023-06-13,SDP,-1,5,8,6,2,3,2,0,3.8,23,1,12,-10,0.0,Tanner Bibee,bibeeta01
2023-06-18,ARI,1,4,7,3,3,6,1,0,3.94,44,3,15,8,0.0,Tanner Bibee,bibeeta01
2023-06-24,MIL,1,5,3,1,4,7,0,0,3.83,63,0,18,19,1.0,Tanner Bibee,bibeeta01
2023-07-01,CHC,1,6,3,0,2,9,0,0,3.6,70,1,17,24,0.0,Tanner Bibee,bibeeta01
2023-07-06,KCR,0,4,4,1,4,4,0,0,3.63,55,0,15,9,0.0,Tanner Bibee,bibeeta01
2023-07-16,TEX,0,9,5,2,1,6,1,0,3.65,59,0,18,14,1.0,Tanner Bibee,bibeeta01
2023-07-22,PHI,1,5,2,0,1,8,0,1,3.5,80,1,21,28,1.0,Tanner Bibee,bibeeta01
2023-07-27,CHW,1,4,6,3,2,6,2,0,3.71,54,0,20,15,1.0,Tanner Bibee,bibeeta01
2023-08-02,HOU,0,5,7,2,4,4,1,0,3.86,45,2,15,4,0.0,Tanner Bibee,bibeeta01
2023-08-08,TOR,1,5,6,0,0,6,0,1,3.73,71,0,21,23,1.0,Tanner Bibee,bibeeta01
2023-08-13,TBR,1,4,7,2,0,5,0,0,3.61,60,2,21,18,1.0,Tanner Bibee,bibeeta01
2023-08-19,DET,-1,5,5,3,1,6,1,0,3.63,50,1,15,6,0.0,Tanner Bibee,bibeeta01
2023-08-25,TOR,1,5,6,2,1,5,2,0,3.77,56,2,18,15,1.0,Tanner Bibee,bibeeta01
2023-08-30,MIN,0,4,4,2,3,8,0,0,3.69,56,1,15,12,0.0,Tanner Bibee,bibeeta01
2023-09-05,MIN,0,5,4,2,5,4,0,0,3.73,50,2,15,6,0.0,Tanner Bibee,bibeeta01
2023-09-10,LAA,-1,4,2,2,0,8,0,0,3.59,73,1,21,20,1.0,Tanner Bibee,bibeeta01
2023-09-16,TEX,0,5,5,1,0,4,0,0,3.52,58,2,16,13,0.0,Tanner Bibee,bibeeta01
2023-04-05,SEA,1,5,3,1,4,8,0,2,2.51,66,0,18,18,1.0,Shohei Ohtani,ohtansh01
2023-04-11,WSN,1,5,1,0,5,6,0,1,3.1,76,1,21,23,1.0,Shohei Ohtani,ohtansh01
2023-04-17,BOS,0,5,0,1,1,3,0,0,2.97,54,0,6,6,0.0,Shohei Ohtani,ohtansh01
2023-04-21,KCR,1,3,2,0,2,11,0,0,2.47,82,0,21,31,1.0,Shohei Ohtani,ohtansh01
2023-04-27,OAK,1,5,3,5,2,8,2,3,3.35,52,1,18,11,0.0,Shohei Ohtani,ohtansh01
2023-05-03,STL,0,5,5,4,1,13,2,1,3.49,53,2,15,13,0.0,Shohei Ohtani,ohtansh01
2023-05-09,HOU,-1,5,6,3,2,7,1,0,3.56,58,0,21,11,1.0,Shohei Ohtani,ohtansh01
2023-05-15,BAL,1,5,4,5,2,5,3,0,4.18,52,0,21,13,0.0,Shohei Ohtani,ohtansh01
2023-05-21,MIN,0,5,2,1,3,9,0,1,3.99,70,1,18,19,1.0,Shohei Ohtani,ohtansh01
2023-05-27,MIA,0,5,6,1,3,10,0,0,3.75,61,0,18,17,1.0,Shohei Ohtani,ohtansh01
2023-06-02,HOU,-1,5,8,4,1,6,2,0,3.95,43,0,18,4,0.0,Shohei Ohtani,ohtansh01
2023-06-09,SEA,0,6,3,3,5,6,1,1,4.15,50,0,15,6,0.0,Shohei Ohtani,ohtansh01
2023-06-15,TEX,1,5,6,2,1,3,0,0,4.05,54,2,18,13,1.0,Shohei Ohtani,ohtansh01
2023-06-21,LAD,-1,5,5,1,2,12,1,0,3.93,73,1,21,21,1.0,Shohei Ohtani,ohtansh01
2023-06-27,CHW,1,5,4,1,2,10,0,0,3.74,69,1,19,24,1.0,Shohei Ohtani,ohtansh01
2023-07-04,SDP,-1,6,7,5,4,5,2,0,4.0,34,2,15,-4,0.0,Shohei Ohtani,ohtansh01
2023-07-14,HOU,-1,9,5,4,3,7,0,1,3.94,43,2,15,2,0.0,Shohei Ohtani,ohtansh01
2023-07-21,PIT,1,6,6,5,1,9,4,1,4.26,49,0,19,13,0.0,Shohei Ohtani,ohtansh01
2023-07-27,DET,1,5,1,0,3,8,0,0,4.13,90,0,27,34,1.0,Shohei Ohtani,ohtansh01
2023-08-03,SEA,0,6,3,0,1,4,0,0,4.06,59,0,12,12,0.0,Shohei Ohtani,ohtansh01
2023-08-09,SFG,1,5,3,0,3,5,0,0,4.02,66,1,18,20,1.0,Shohei Ohtani,ohtansh01
2023-08-23,CIN,0,13,0,0,1,2,0,0,4.0,55,0,4,5,0.0,Shohei Ohtani,ohtansh01
2023-04-09,ATL,1,6,5,1,4,5,0,0,3.34,59,0,18,15,1.0,Seth Lugo,lugose01
2023-04-15,MIL,0,5,8,3,1,5,0,1,3.08,37,1,11,0,0.0,Seth Lugo,lugose01
2023-04-21,ARI,-1,5,6,2,1,6,0,0,2.73,57,2,18,10,1.0,Seth Lugo,lugose01
2023-04-27,CHC,-1,5,7,4,0,3,2,1,3.66,40,0,15,-1,0.0,Seth Lugo,lugose01
2023-05-03,CIN,1,5,7,1,2,5,1,0,3.85,57,0,18,15,1.0,Seth Lugo,lugose01
2023-05-10,MIN,0,6,5,2,1,5,1,0,3.92,58,3,18,13,1.0,Seth Lugo,lugose01
2023-05-16,KCR,-1,5,4,5,2,2,0,0,3.93,28,1,6,-11,0.0,Seth Lugo,lugose01
2023-06-25,WSN,-1,4,7,3,0,4,1,0,3.76,45,1,15,3,0.0,Seth Lugo,lugose01
2023-06-30,CIN,0,4,5,0,0,6,0,0,3.5,66,0,18,19,1.0,Seth Lugo,lugose01
2023-07-05,LAA,0,4,5,1,1,6,0,0,3.34,61,2,18,16,1.0,Seth Lugo,lugose01
2023-07-16,PHI,0,10,7,5,0,5,2,0,3.56,39,2,16,4,0.0,Seth Lugo,lugose01
2023-07-21,DET,1,4,6,2,3,7,1,0,3.65,56,0,18,15,1.0,Seth Lugo,lugose01
2023-07-26,PIT,-1,4,3,2,0,8,2,0,3.74,71,0,21,19,1.0,Seth Lugo,lugose01
2023-07-31,COL,0,4,5,2,3,9,1,0,3.74,63,2,21,18,1.0,Seth Lugo,lugose01
2023-08-07,LAD,-1,6,8,8,2,2,1,0,3.89,12,2,10,-17,0.0,Seth Lugo,lugose01
2023-08-13,ARI,0,5,6,2,0,4,1,1,3.94,51,0,15,8,0.0,Seth Lugo,lugose01
2023-08-18,ARI,0,4,5,0,3,9,0,0,3.81,68,1,18,19,1.0,Seth Lugo,lugose01
2023-08-23,MIA,1,4,3,0,1,4,0,0,3.74,69,1,18,21,1.0,Seth Lugo,lugose01
2023-08-29,STL,0,5,6,2,1,6,1,0,3.75,55,1,18,13,1.0,Seth Lugo,lugose01
2023-09-03,SFG,1,4,3,0,1,4,0,0,3.68,69,1,18,21,1.0,Seth Lugo,lugose01
2023-09-09,HOU,-1,5,7,6,3,2,1,0,3.81,24,3,13,-10,0.0,Seth Lugo,lugose01
2023-09-15,OAK,1,5,5,3,1,7,2,0,3.9,56,1,18,16,1.0,Seth Lugo,lugose01
2023-04-29,KCR,0,5,4,1,2,6,0,0,2.82,61,1,17,15,0.0,Bailey Ober,oberba01
2023-05-05,CLE,1,5,3,0,1,6,0,0,2.5,76,1,21,26,1.0,Bailey Ober,oberba01
2023-05-11,SDP,0,5,6,3,0,6,2,0,3.26,54,3,18,12,1.0,Bailey Ober,oberba01
2023-05-16,LAD,1,4,6,1,1,6,0,0,2.96,61,3,18,18,1.0,Bailey Ober,oberba01
2023-05-22,SFG,-1,5,3,4,3,2,1,0,3.51,44,1,15,0,0.0,Bailey Ober,oberba01
2023-05-28,TOR,-1,5,5,2,1,7,0,0,3.21,55,1,15,9,0.0,Bailey Ober,oberba01
2023-06-02,CLE,0,4,4,0,0,3,0,1,3.15,67,0,18,16,1.0,Bailey Ober,oberba01
2023-06-08,TBR,-1,5,3,3,2,7,1,0,3.26,53,0,16,9,0.0,Bailey Ober,oberba01
2023-06-14,MIL,1,5,6,2,1,7,2,0,3.52,58,1,18,17,1.0,Bailey Ober,oberba01
2023-06-20,BOS,-1,5,8,3,0,4,2,1,3.83,48,0,18,4,1.0,Bailey Ober,oberba01
2023-06-25,DET,0,4,5,3,1,8,0,0,3.59,57,2,18,14,1.0,Bailey Ober,oberba01
2023-07-01,BAL,1,5,2,0,0,8,0,1,3.39,81,0,21,29,1.0,Bailey Ober,oberba01
2023-07-07,BAL,0,5,4,1,3,5,0,0,3.37,62,1,18,14,1.0,Bailey Ober,oberba01
2023-07-18,SEA,1,10,7,3,0,5,1,1,3.43,51,2,18,12,1.0,Bailey Ober,oberba01
